城市,岗位,薪酬,技能,工作经验,学历,职位类型,人数,公司名称,公司类型,公司规模,公司行业,地址,职位更新日期
上海,信号处理算法-华师大/上海交大分院,2.5-3.5万,['Python'],经验不限,博士,全职,1,上海张江数学研究院,事业单位,100-299人,学术/科研,上海·浦东·张江,2025/1/14
上海,ai算法工程师,1.1-2.2万,"['深度学习', '图像算法', 'Transformer', 'PyTorch', 'TensorFlow', 'Python', 'C++']",3-5年,本科,全职,1,嘉环科技股份有限公司,民营,10000人以上,通信/网络设备,上海·虹口·北外滩,2025/3/27
上海,大模型算法工程师,4-6万·15薪,"['深度学习', '大模型算法', 'Transformer', 'DNN', 'RCNN', 'TensorFlow', 'Python', 'C++']",5-10年,硕士,全职,1,上海达卯科技有限公司,民营,20-99人,运营商/增值服务,上海·徐汇·龙华,2024/12/5
上海,nlp算法工程师,1.2-1.7万,['PyTorch'],经验不限,本科,全职,1,深圳市紫川软件有限公司,民营,500-999人,计算机软件,上海·杨浦·新江湾城,2025/3/19
上海,客户经理,1-2万,,1-3年,本科,全职,5,中联重科,合资,10000人以上,电气机械/电力设备,上海·松江·中山,2024/12/6
上海,Agent开发工程师,1.3-1.8万,"['DIFY', 'FASTGPT', 'LLAMAINDEX']",1-3年,本科,全职,1,上海有大信息科技,民营,100-299人,计算机软件,上海·浦东·潍坊新村,2025/3/6
上海,AI算法工程师 (智能体平台业务开发),2.5-4万,,3-5年,硕士,全职,1,某国企互联网公司,港澳台公司,500-999人,互联网,上海·浦东·金桥,2025/4/1
上海,用户运营,1.5-3万·13薪,"['用户拉新', '用户转化', 'B端用户', '电商平台', '用户增长', '平台策略', '用户拉新增长', '产品运营']",3-5年,本科,全职,1,上海燚智云计算科技有限公司,民营,20-99人,人工智能,上海·浦东·花木,2025/3/27
上海,RPA工程师,9000-13000元,,3-5年,本科,全职,1,上海优宁维生物科技股份有限公司,上市公司,500-999人,生物工程,上海·浦东·新场,2025/1/7
上海,自然语言处理研发实习生,100-150元/天,"['可转正', '实习证明', '远程实习', 'TensorFlow', 'PyTorch', 'Transformer', '语义分析']",无经验,本科,实习,5,广东中科安齿生物科技有限公司,民营,100-299人,医疗设备/器械,上海·闵行·吴泾,2025/3/31
上海,大模型开发工程师,1.5-2万,['大模型算法'],1-3年,本科,全职,1,上海固极智能科技股份有限公司,股份制企业,100-299人,专业技术服务,上海·松江·小昆山,2025/2/24
上海,大模型算法工程师,1.8-3万·14薪,"['大模型算法', '多模态算法', '深度学习']",1-3年,本科,全职,2,上海智态数据科技有限公司,民营,100-299人,IT服务,上海·静安·大宁路,2025/4/1
上海,产品技术工程师-（AI）,1.1-2.2万,"['深度学习', '图像算法', 'Transformer', 'PyTorch', 'TensorFlow', 'Python', 'C++']",3-5年,本科,全职,3,嘉环科技股份有限公司,民营,10000人以上,通信/网络设备,上海·虹口·北外滩,2025/3/11
上海,算法工程师,1.6-2万,"['深度学习', '机器学习']",1-3年,本科,全职,1,深圳市紫川软件有限公司,民营,500-999人,计算机软件,上海·浦东·唐镇,2025/3/25
上海,解决方案工程师,1.2-1.8万·15薪,['数字化产品'],3-5年,本科,全职,3,中联重科,合资,10000人以上,电气机械/电力设备,上海·松江·中山,2024/12/6
上海,算法工程师,1.3-1.6万,"['深度学习', '机器学习']",1-3年,本科,全职,1,德科信息有限公司,民营,1000-9999人,IT服务,上海·徐汇·斜土路,2025/3/25
上海,ai算法工程师,2-2.8万·14薪,"['自然语言处理', '机器视觉', '机器学习']",3-5年,本科,全职,3,北京弈云网络科技有限公司,民营,100-299人,电子商务,上海·青浦·金泽,2024/11/14
上海,AI系统应用,1.2-2.3万,,3-5年,本科,全职,2,上海康碳复合材料科技有限公司,民营,300-499人,新能源,上海·嘉定·菊园新区,2025/2/11
上海,智能体算法专家,2.5-3万,,5-10年,硕士,全职,1,某国企互联网公司,港澳台公司,500-999人,互联网,上海·浦东·金桥,2025/4/1
上海,提示（Prompt）工程师,2-3.5万,"['PyTorch', 'TensorFlow', 'Python', 'LLM', 'AGENT']",1-3年,硕士,全职,1,中船动力(集团)有限公司,国企,1000-9999人,船舶/航空/航天/火车制造,上海·浦东·高行,2025/3/7
上海,算法工程师（接收空档/考研+全额六险一金）,1.8-3.5万·14薪,"['深度学习', '机器学习', 'Python', 'C++', 'C语言']",经验不限,本科,全职,10,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·青浦·金泽,2025/3/31
上海,数据分析师课程/培训招生上海,8000-15000元,"['数据治理', '数据挖掘', '数据建模', 'Sql', 'Python', 'R语言']",经验不限,大专,全职,3,51Testing,民营,100-299人,计算机软件,上海·黄浦·南京东路,2025/3/17
上海,大模型应用开发工程师(J13952),6000-12000元,"['大模型算法', 'PyTorch', 'TensorFlow']",1年以下,本科,全职,10,汉得信息,上市公司,10000人以上,计算机软件,上海,2025/3/5
上海,nlp算法工程师,3-6万·18薪,"['TensorFlow', 'PyTorch', 'Python']",经验不限,硕士,全职,10,上海从鲸信息技术有限公司,民营,10000人以上,互联网,上海·长宁·天山路,2025/1/6
上海,信息科科员,8000-15000元,"['HIS系统', 'CIS系统', 'LIS系统', 'PACS&RIS系统']",经验不限,本科,全职,1,复旦大学附属妇产科医院,事业单位,1000-9999人,卫生服务,上海·黄浦·老西门,2025/3/12
上海,遥感算法研究员,2-3.5万,,经验不限,硕士,全职,1,上海张江数学研究院,事业单位,100-299人,学术/科研,上海·浦东·张江,2025/3/27
上海,Agentic AI 应用研究员 （城市不限）,2-3万,,1-3年,硕士,全职,1,慧科讯业(北京)网络科技有限公司,外商独资,1000-9999人,互联网,上海·徐汇·徐家汇,2025/3/18
上海,爬虫工程师,1-1.5万,"['Python', 'JavaScript', '数据采集', '爬虫开发', '反爬虫', '分布式爬虫', 'Scrapy']",3-5年,本科,全职,5,上海问道云人工智能科技有限公司,民营,20-99人,人工智能,上海·浦东·陆家嘴,2025/4/1
上海,客户成功经理,1-1.5万·15薪,"['KA大客户', '企业客户']",3-5年,本科,全职,3,中联重科,合资,10000人以上,电气机械/电力设备,上海·松江·中山,2024/11/28
上海,AI工程师,2.5-3.5万,"['智能客服训练', 'AI机器人训练']",3-5年,本科,全职,1,上海奥汉电子有限公司,民营,20-99人,IT服务,上海·浦东·金桥,2025/3/18
上海,感知算法工程师,2.5-4万,,1-3年,硕士,全职,1,北京源络科技有限公司,民营,20-99人,人工智能,上海·徐汇·徐家汇,2025/3/11
上海,AI智能体开发工程师/AI应用工程师,1-2万,"['机器学习', 'Python']",1-3年,本科,全职,1,江西瑞思博新材料有限公司,民营,100-299人,化学原料/化学制品,上海·嘉定·菊园新区,2025/3/14
上海,智能算法架构师,2.5-2.9万,,5-10年,硕士,全职,1,某国企互联网公司,港澳台公司,500-999人,互联网,上海·浦东·金桥,2025/4/1
上海,销售经理,1-1.5万,,3-5年,本科,全职,1,中译语通信息科技(上海)有限公司,国企,20-99人,IT服务,上海·静安·大宁路,2025/3/31
上海,ai算法工程师,面议,"['可转正', '实习证明', '算法研究']",经验不限,硕士,实习,1,华为技术有限公司,民营,10000人以上,运营商/增值服务,上海·浦东·金桥,2025/3/29
上海,数据算法工程师,1.6-3万·16薪,"['预测算法', '搜索/推荐算法']",5-10年,本科,全职,1,绝味食品,民营,1000-9999人,快速消费品,上海·闵行·新虹,2025/2/18
上海,DeepSeek赛道-TO B软件销售,1.8-2.8万,"['企业客户', '电话邀约', 'TOB销售']",1-3年,大专,全职,1,探迹科技,民营,1000-9999人,互联网,上海·浦东·张江,2025/3/26
上海,AI训练师（物流）,1.2-1.6万·13薪,,3-5年,本科,全职,1,上海一起送网络科技有限公司,民营,100-299人,货运/物流/仓储,上海·浦东·北蔡,2025/3/25
上海,新媒体运营（日语）,1-1.1万·14薪,"['日语翻译', '账号运营']",1-3年,本科,全职,1,欧浮瑞(东莞)人力资源有限公司,民营,20-99人,电子/半导体/集成电路,上海·长宁·天山路,2025/3/31
上海,算法工程师,1.3-2万,"['大模型算法', 'Python']",1-3年,本科,全职,1,上海昌谷实业有限公司,民营,20-99人,零售/批发,上海,2025/3/14
上海,AI辅助编程软件开发工程师,1.3-2万,"['自然语言处理', '图像算法', '音视频算法']",1-3年,本科,全职,1,一橙网络,股份制企业,1000-9999人,运营商/增值服务,上海·静安·彭浦,2025/2/10
上海,模式识别工程师,1.5-2.5万,"['图像识别产品', 'PyTorch', 'OpenCV', 'TensorFlow', 'Python', 'C++', 'C语言']",3-5年,本科,全职,1,上海奥铁通讯技术有限公司,民营,20-99人,通信/网络设备,上海·闵行·吴泾,2025/3/27
上海,python+ai训练师,1.2-1.6万·13薪,"['Python', 'AI训练']",1-3年,本科,全职,1,上海一起送网络科技有限公司,民营,100-299人,货运/物流/仓储,上海·浦东·北蔡,2025/3/25
上海,算法工程师,1.5-2.8万,"['深度学习', '大模型算法', 'Transformer', '自然语言处理', 'PyTorch', 'Python', 'C++', 'Java', 'linux']",3-5年,本科,全职,5,北京耐思云科技有限公司,民营,100-299人,云计算/大数据,上海·青浦·金泽,2024/11/8
上海,AI大模型工程师,1.9-3万,"['PyTorch', 'Python', 'C++', '机器学习', '强化学习 ', '多模态算法', 'Java']",无经验,硕士,全职,20,上海慧铂信息技术有限公司,民营,300-499人,IT服务,上海·黄浦·南京东路,2024/10/26
上海,算法Python,1.5-2.2万·14薪,"['大模型算法', '深度学习', '机器学习', 'Python', '自然语言处理', '知识图谱', 'GPT']",经验不限,本科,全职,2,北京耐思云科技有限公司,民营,100-299人,云计算/大数据,上海·浦东·陆家嘴,2025/3/12
上海,Python数据开发工程师,1.2-2万,"['Python', 'LANGCHAIN', 'LANGGRAPH', 'COMPUTER-USE']",3-5年,本科,全职,1,上海适途汽车技术有限公司,民营,500-999人,计算机软件,上海·浦东·张江,2025/3/25
上海,农业产业AI负责人,3-6万,,经验不限,本科,全职,1,凯盛浩丰农业集团有限公司,其它,1000-9999人,农/林/牧/渔,上海·松江·泗泾,2025/1/14
上海,AI编译器工程师1,3-6万,"['C++', '算子开发', 'AI编译器', '异构编程']",3-5年,硕士,全职,99,芯至科技(上海)有限公司,民营,20-99人,电子/半导体/集成电路,上海·浦东·张江,2024/5/28
上海,资料员,8000-11000元,,1-3年,本科,全职,2,福建卓玥商务科技有限公司,民营,20-99人,电子商务,上海·浦东·张江,2024/10/6
上海,ai提示词工程师,1-1.5万,,5-10年,本科,全职,1,上海佳贝教育信息咨询有限公司,其它,20-99人,培训/辅导服务,上海·浦东·张江,2025/3/28
上海,战略运营经理,1.1-1.6万,"['咨询公司', '战略规划', '数据分析']",经验不限,本科,全职,1,永亿(广州)网络科技有限公司,民营,500-999人,企业服务,上海·浦东·惠南,2025/3/28
上海,信息科技岗,8000-15000元,,无经验,本科,全职,5,上海浦东发展银行信用卡中心,股份制企业,1000-9999人,银行,上海·浦东·陆家嘴,2025/3/18
上海,AI算法工程师助理,1-1.5万,"['大模型算法', 'GPT']",1-3年,本科,全职,3,上海慧铂信息技术有限公司,民营,300-499人,IT服务,上海·徐汇·徐家汇,2024/12/12
上海,算法工程师（上海）,1-1.5万,"['C++', 'Python', '深度学习', '机器视觉']",经验不限,本科,全职,1,苏交科,上市公司,1000-9999人,工程技术与设计服务,上海·浦东·康桥,2025/3/3
上海,算法工程师,1.4-2.2万·14薪,"['深度学习', '机器学习', '图像算法', 'PyTorch', 'TensorFlow', 'C++']",1-3年,本科,全职,3,北京弈云网络科技有限公司,民营,100-299人,电子商务,上海·青浦·金泽,2025/3/7
上海,算法工程师-上海,1.2-2.1万,"['深度学习', '机器学习', '图像算法']",1-3年,本科,全职,1,北京耐思云科技有限公司,民营,100-299人,云计算/大数据,上海·青浦·金泽,2025/2/26
上海,算法工程师,1.5-1.8万,"['控制算法', '大数据', '人工智能']",3-5年,硕士,全职,1,上海西派埃智能化系统有限公司,国企,20-99人,仪器仪表制造,上海·徐汇·田林,2025/3/2
上海,算法工程师（算电协同）,2-2.5万·15薪,"['多模态算法', '大模型算法', 'Python', 'TensorFlow', 'PyTorch']",3-5年,硕士,全职,1,上海达卯科技有限公司,民营,20-99人,运营商/增值服务,上海·浦东·泥城,2024/12/10
上海,采购助理,9000-11000元,,1-3年,本科,全职,1,福建卓玥商务科技有限公司,民营,20-99人,电子商务,上海·浦东·张江,2025/3/25
上海,AI算法实习生,200-230元/天,,无经验,硕士,实习,1,凌志软件,合资,1000-9999人,计算机软件,上海·普陀·长风新村,2025/3/5
上海,算法工程师,1-1.8万,"['Python', '暖通背景']",1-3年,本科,全职,1,上海叠腾网络科技有限公司,合资,20-99人,人工智能,上海·徐汇·虹梅路,2024/7/12
上海,高级AI应用工程师,1.5-2万,,5-10年,本科,全职,1,上海锐嘉科实业有限公司,民营,100-299人,人工智能,上海·青浦·香花桥,2025/1/22
上海,算法工程师（医疗）,2-4万,,经验不限,硕士,全职,1,江苏海泽医疗科技发展有限公司,股份制企业,100-299人,医疗设备/器械,上海·浦东·陆家嘴,2025/2/25
上海,Machine Learning Software Developer Intern 机器学习软件开发实习,250-500元/天,"['可转正', '实习证明', '远程实习', '自然语言处理', '机器视觉', '图像算法', 'C++', 'C#', 'C语言', 'Golang', 'HASKELL', 'LISP']",无经验,硕士,实习,1,上海蓝载信息科技有限公司,民营,20-99人,人工智能,上海·浦东·曹路,2025/1/6
上海,AI产品应用专员,9000-15000元,"['大模型', 'AIGC']",1-3年,本科,全职,1,上海小方制药股份有限公司,外商独资,500-999人,医药制造,上海·浦东·潍坊新村,2024/11/18
上海,模型部署优化工程师,1.5-2.5万,"['机器学习', '图像算法', '大模型算法']",3-5年,本科,全职,5,凌志软件,合资,1000-9999人,计算机软件,上海·普陀·长风新村,2025/3/17
上海,算法工程师（视觉识别·博士）（上海·校招）(J10408),面议,"['深度学习', '机器学习', 'Python', 'C++', 'SLAM', 'linux']",经验不限,博士,全职,999,卡斯柯信号有限公司（CASCO）,合资,1000-9999人,通信/网络设备,上海·静安·大宁路,2024/12/6
上海,算法开发工程师,2-4万,"['机器学习', 'Python', '数据分析', '深度学习', '随机森林', 'SVM', '逻辑回归', 'PyTorch']",经验不限,本科,全职,1,上海光引领芯科技发展有限公司,民营,20-99人,电子/半导体/集成电路,上海·浦东·张江,2024/8/27
上海,算法工程师,1.5-3万,"['图像算法', '机器学习']",经验不限,本科,全职,10,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·黄浦·外滩,2025/3/31
上海,自然语言处理实习生,250-350元/天,,无经验,硕士,实习,1,上海张江数学研究院,事业单位,100-299人,学术/科研,上海·浦东·张江,2025/3/27
上海,AI训练师,9000-12000元,"['智能客服训练', 'AI机器人训练']",1-3年,本科,全职,1,上海兼达信息技术服务有限公司,民营,100-299人,计算机软件,上海·浦东·张江,2025/3/11
上海,ai应用工程师储备生（不限经验）,7000-8000元,"['图像算法', '语音识别']",经验不限,本科,全职,4,播图(上海)电子商务有限公司,民营,20-99人,电子商务,上海·浦东·潍坊新村,2025/3/26
上海,算法研究员（上交大）,3-4.5万,"['算法研究', 'TensorFlow', '智能制造', 'C++', 'CNN', '视觉图像算法', 'CNTK', '逻辑回归']",经验不限,硕士,全职,4,科芃智能科技(苏州)有限公司,民营,20人以下,计算机软件,上海·闵行·江川路,2024/7/7
上海,数据架构师,1.8-2.5万,"['数据治理', '数据建模', '大数据开发']",3-5年,本科,全职,2,上海问道云人工智能科技有限公司,民营,20-99人,人工智能,上海·浦东·陆家嘴,2025/3/28
上海,AI算法应用工程师,1.5-3万·13薪,,经验不限,硕士,全职,1,尚沃医疗,民营,100-299人,医疗设备/器械,上海·徐汇·漕河泾,2025/2/18
上海,数据产品经理,1.5-2万,,5-10年,本科,全职,1,上海问道云人工智能科技有限公司,民营,20-99人,人工智能,上海·浦东·陆家嘴,2025/3/2
上海,AI大模型算法习生,250-350元/天,,无经验,硕士,实习,1,上海张江数学研究院,事业单位,100-299人,学术/科研,上海·浦东·张江,2025/3/19
上海,2025届-硕士-AI开发人员-数据科学-上海,1.5-2万,['大模型算法'],无经验,硕士,全职,2,康龙化成,上市公司,10000人以上,医药制造,上海·长宁·虹桥,2025/4/1
上海,项目助理,8000-10000元,"['ppt', '文档管理']",1-3年,本科,全职,1,上海兼达信息技术服务有限公司,民营,100-299人,计算机软件,上海·浦东·张江,2025/3/31
上海,算法工程师（统招学信网-现场面试）,1.3-2万,"['深度学习', 'PyTorch', '自然语言处理']",3-5年,本科,全职,1,成都迈思信息技术有限公司,民营,1000-9999人,计算机软件,上海·杨浦·新江湾城,2025/3/12
上海,高级nlp算法工程师,2-3.5万·13薪,"['PyTorch', 'TensorFlow', 'C++', 'Python', 'Java', '主题模型']",1-3年,本科,全职,2,上海今创信息技术有限公司,上市公司,100-299人,计算机软件,上海·青浦·徐泾,2024/12/4
上海,python算法工程师,1.1-1.5万,"['多模态算法', '大模型算法', 'Python']",3-5年,大专,全职,1,湖南拓维云创科技有限责任公司,上市公司,1000-9999人,互联网,上海·青浦·徐泾,2025/3/21
上海,AI运用工程师,1.2-2万,"['深度学习', 'Python', 'C++', 'PyTorch']",1-3年,本科,全职,1,江西瑞思博新材料有限公司,民营,100-299人,化学原料/化学制品,上海·嘉定·菊园新区,2025/3/13
上海,大模型NLP工程师,2.5-4万,"['NLP', '大模型']",5-10年,硕士,全职,1,万达信息,民营,1000-9999人,计算机软件,上海·闵行·浦江,2025/2/26
上海,GPU售前工程师,1.5-3万,,1-3年,本科,全职,2,武创大智科学技术(上海)有限公司,国企,20-99人,网络/信息安全,上海·浦东·金桥,2024/8/5
上海,产品经理（AI/能源）,2-3万·15薪,"['大模型', 'AIGC', '智能问答', '光伏储能']",3-5年,硕士,全职,1,上海达卯科技有限公司,民营,20-99人,运营商/增值服务,上海·徐汇·龙华,2024/9/25
上海,大模型算法工程师,1.2-2万,"['深度学习', '大模型算法', '自然语言处理', 'Python', 'RAG', 'FASTAPI', 'PROMPT']",1-3年,本科,全职,1,四川智服人力资源有限公司,民营,500-999人,人力资源服务,上海·浦东·唐镇,2025/3/25
上海,AI训练师,1.1-1.3万,['外呼系统'],3-5年,本科,全职,1,北京联合永道软件股份有限公司,民营,500-999人,计算机软件,上海·闵行·莘庄,2025/2/26
上海,产品专员(A212277),1-1.5万·14薪,['硬件产品'],3-5年,本科,全职,2,上海广为电器集团有限公司,民营,1000-9999人,电子设备制造,上海·闵行·吴泾,2025/3/7
上海,技术经理,2-4万,"['机电设备', '电气设备']",5-10年,本科,全职,1,索菲丝智能科技(上海)有限公司,民营,20-99人,专用设备制造,上海·嘉定·徐行,2025/4/1
上海,2025届-硕士-AI开发人员-大模型机器学习-上海,1.5-2万,"['语言模型', '机器学习']",经验不限,硕士,全职,2,康龙化成,上市公司,10000人以上,医药制造,上海·长宁·虹桥,2025/4/1
上海,猎手,9000-18000元,['高端岗位招聘'],5-10年,本科,全职,1,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·浦东·金桥,2025/3/28
上海,算法工程师（数据挖掘·博士）（上海·校招）(J10409),面议,"['深度学习', '机器学习', 'Python', 'C++', 'Java', '大数据']",经验不限,博士,全职,999,卡斯柯信号有限公司（CASCO）,合资,1000-9999人,通信/网络设备,上海·静安·大宁路,2024/12/6
上海,AI赋能工程师,2-3万,,经验不限,硕士,全职,1,中国天楹股份有限公司,股份制企业,10000人以上,环保,上海·浦东·康桥,2025/3/6
上海,CV图像算法,4-8万·18薪,"['图像识别产品', 'Transformer', 'PyTorch', 'OpenCV', 'TensorFlow', 'Python', 'C++', 'Java', '电商商品图像检索', '计算机视觉', 'Hadoop']",1-3年,本科,全职,5,上海从鲸信息技术有限公司,民营,10000人以上,互联网,上海·长宁·天山路,2025/3/28
上海,生态合作伙伴专员,1.4-1.8万·13薪,,1-3年,本科,全职,1,北京易微管理咨询有限公司,股份制企业,20-99人,互联网,上海·浦东·张江,2024/10/21
上海,ai模型算法工程师,1.8-2.5万,,1-3年,本科,全职,2,上海旗盈企业管理咨询有限公司,民营,100-299人,电子商务,上海·闵行·江川路,2025/2/20
上海,AI算法(AIGC/多模态/预训练模型),1.8-3.5万·16薪,"['深度学习', '图像算法', '大模型算法']",经验不限,本科,全职,5,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·浦东·金桥,2025/3/26
上海,智能打磨机器人产品经理,2-3万,,3-5年,本科,全职,1,浙江钱江机器人公司,合资,100-299人,仪器仪表制造,上海·青浦·香花桥,2025/2/5
上海,AI和大数据研发工程师（临港）(J11959),2.4-4万·15薪,"['AI', '大数据']",5-10年,硕士,全职,2,中芯国际集成电路制造(上海)有限公司,上市公司,10000人以上,电子/半导体/集成电路,上海·浦东·张江,2025/3/7
上海,算法工程师（AI/NLP/语音/图像/推荐/运筹）,1.5-3万·15薪,"['深度学习', '机器学习', '大模型算法', 'Python', 'C++', 'Java']",经验不限,学历不限,全职,100,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·浦东·金桥,2025/3/31
上海,商家大模型应用和智能体技术,面议,,1-3年,硕士,全职,3,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,上海,2025/4/1
上海,高级算法工程师,2.3-3.5万,"['多模态算法', '大模型算法', 'PyTorch', 'TensorFlow', 'Python']",3-5年,硕士,全职,1,普望(上海)信息科技有限公司,民营,20-99人,互联网,上海·浦东·张江,2024/6/25
上海,年薪80万，智能汽车互联网设计与开发工程师(日语)，1406,6.5-7万,"['TIER1', '智能驾驶']",3-5年,本科,全职,15,西安睿凡绅人力资源管理有限公司,民营,20-99人,人力资源服务,上海·嘉定·安亭,2025/3/25
上海,算法工程师,2.3-3.5万,,经验不限,本科,全职,1,外企德科数字技术有限公司,合资,10000人以上,人力资源服务,上海·青浦·金泽,2025/4/1
上海,AI测试工程师+上市公司+好待遇,1.2-1.6万·13薪,['AI产品测试'],1-3年,本科,全职,2,外企德科人力资源服务安徽有限公司,国企,100-299人,咨询服务,上海·长宁·新泾,2025/2/11
上海,大数据专家（手机续航优化）,6-10万,"['Python', 'Java', 'c', 'C#', '数据建模', '数据挖掘', '数据分析']",5-10年,硕士,全职,1,上海一田金野餐饮管理有限公司,民营,20-99人,互联网,上海·长宁·天山路,2024/9/14
上海,日语风控专员（日企/500强）,1-1.5万·15薪,"['内部风控', '风控', '日语熟练']",经验不限,本科,全职,1,欧浮瑞(东莞)人力资源有限公司,民营,20-99人,电子/半导体/集成电路,上海·浦东·高东,2025/3/28
上海,高级销售经理（教育科研行业）,2-4万·16薪,['区域销售'],经验不限,本科,全职,1,浪潮集团,国企,10000人以上,IT服务,上海·静安·彭浦,2025/3/28
上海,工程技术研究中心研发人员,2-3万,['研究员'],经验不限,博士,全职,2,上海建科咨询集团股份有限公司,国企,1000-9999人,专业技术服务,上海·金山·亭林,2025/1/21
上海,项目管理（半年合同远程办公）,1-1.7万,,3-5年,本科,全职,1,铁山档案文件管理(上海)有限公司,外商独资,300-499人,货运/物流/仓储,上海·杨浦·平凉路,2025/2/19
上海,医疗信息化专员,1.1-1.5万·13薪,['医院'],1-3年,本科,全职,2,上海今创信息技术有限公司,上市公司,100-299人,计算机软件,上海·青浦·徐泾,2024/10/28
上海,需求分析师（AI产品，统招本科）,1.2-1.6万,,3-5年,本科,全职,1,成都迈思信息技术有限公司,民营,1000-9999人,计算机软件,上海·浦东·唐镇,2025/3/17
上海,语言模型工程师,4-5万,"['文本分析', '序列标注', '语义分析', 'PyTorch', 'Theano', 'TensorFlow', 'Python', 'MEGATRON', 'DEEPSPEED', '机器翻译']",经验不限,硕士,全职,1,北京爱迪神州科技有限公司,民营,20-99人,仪器仪表制造,上海·徐汇·虹梅路,2024/5/17
上海,产业学院院长/项目经理（校企合作、专业共建）,1.5-1.7万,['PMP'],10年以上,硕士,全职,1,北京华晟经世信息技术股份有限公司,上市公司,500-999人,通信/网络设备,上海·宝山·罗店,2025/4/1
上海,大语言模型开发实习生,100-150元/天,"['可转正', '实习证明', '远程实习', 'TensorFlow', 'PyTorch', 'Transformer']",无经验,本科,实习,5,广东中科安齿生物科技有限公司,民营,100-299人,医疗设备/器械,上海·闵行·吴泾,2025/3/31
上海,AI工程师/软件开发工程师,面议,"['Python', 'C++', 'C语言']",经验不限,本科,全职,50,华为技术有限公司,民营,10000人以上,运营商/增值服务,上海·青浦·金泽,2025/3/20
上海,cv算法工程师,面议,"['深度学习', '机器学习', '大模型算法', 'Transformer', 'PyTorch', 'TensorFlow', 'Python', 'YOLO']",5-10年,本科,全职,1,中软国际,上市公司,10000人以上,计算机软件,上海·徐汇·虹梅路,2024/12/16
上海,产品部商务助理-HP公司,1.1-1.6万·13薪,"['商务助理', '销售数据分析']",3-5年,本科,全职,1,北京易微管理咨询有限公司,股份制企业,20-99人,互联网,上海·浦东·张江,2024/12/27
上海,智能化运维产品经理（算法方向）,2.5-3万·14薪,"['AIGC', '大模型', '智能驾驶', '自动化运维']",3-5年,本科,全职,1,万国数据服务有限公司,上市公司,1000-9999人,IT服务,上海·闵行·浦江,2024/12/11
上海,2025届-硕士-AI开发人员-算法工程师-上海,1.5-2万,['大模型算法'],经验不限,硕士,全职,2,康龙化成,上市公司,10000人以上,医药制造,上海·长宁·虹桥,2025/4/1
上海,大模型交付工程师,1.2-1.8万,"['大模型交付', 'UBUNTU', 'CentOS', 'Python', 'Java', 'LINUX运维']",3-5年,本科,全职,1,四川智服人力资源有限公司,民营,500-999人,人力资源服务,上海·徐汇·斜土路,2025/3/6
上海,技术担当（日语流利）,1.1-1.3万·14薪,"['技术支持', '半导体', '日语']",1-3年,本科,全职,1,欧浮瑞(东莞)人力资源有限公司,民营,20-99人,电子/半导体/集成电路,上海·闵行·颛桥,2025/3/28
上海,人形机器人网络运营,7000-12000元,"['短视频平台', '抖音', '微信视频号']",1-3年,大专,全职,2,天斧工业产品设计(上海)有限公司,民营,20-99人,石油/石化,上海·嘉定·菊园新区,2025/3/21
上海,算法支持/数据标注（日语必须）,1-1.4万·14薪,"['图像标注', 'Python', 'SQL', '日语', '算法模型', 'Oracle', '数据库优化', 'CAD', 'Solidworks']",1-3年,本科,全职,1,米思米(中国)精密机械贸易有限公司,外商独资,500-999人,金属制品业,上海·静安·天目西路,2025/1/13
上海,强化学习算法工程师,2-3万,"['机器视觉', 'PyTorch', '图像算法', '导航算法']",3-5年,硕士,全职,999,沈阳新松机器人自动化股份有限公司,股份制企业,1000-9999人,仪器仪表制造,上海·浦东·金桥,2025/2/13
上海,与信担当（日语流利）,8000-11000元·14薪,"['风控', '风险控制']",经验不限,本科,全职,1,欧浮瑞(东莞)人力资源有限公司,民营,20-99人,电子/半导体/集成电路,上海·浦东·三林,2025/3/27
上海,AI算法工程师,1-1.3万,"['语音识别', '大模型算法', '多模态算法', '自然语言处理', '搜索/推荐算法', '通信算法']",1-3年,本科,全职,1,上海壮铭生物医药有限公司,民营,20人以下,医药制造,上海·浦东·大团,2025/2/25
上海,大模型应用算法专家,面议,,3-5年,本科,全职,1,北京三快在线科技有限公司,上市公司,1000-9999人,互联网,上海·杨浦·大桥,2025/4/1
上海,半导体行业市场洞察运营,8000-11000元,"['行业调研', '竞品调研']",3-5年,本科,全职,1,润和软件,上市公司,1000-9999人,计算机软件,上海·浦东·张江,2025/3/17
上海,销售经理（邮政业务）base川渝、北京、上海、东北等地,1-1.8万,"['区域销售', '机械装备']",1-3年,本科,全职,4,中邮科技,国企,1000-9999人,货运/物流/仓储,上海·普陀·曹杨新村,2025/4/1
上海,大宗贸易供应链业务员,8000-10000元,,经验不限,本科,全职,1,武创大智科学技术(上海)有限公司,国企,20-99人,网络/信息安全,上海·浦东·金桥,2025/3/24
